age,income,loan_amount,loan_term_months,credit_score,employment_years,existing_loans_count,debt_to_income_ratio,loan_purpose,home_ownership,marital_status,loan_default
51,69929.16,13547.26,36,749.0,15.0,1,0.212,home_improvement,rent,single,0
42,59586.24,22985.58,24,593.0,6.0,1,0.15,personal,rent,single,1
39,31661.09,12753.06,36,681.0,28.0,0,0.206,personal,mortgage,married,0
27,59137.43,23583.35,48,596.0,8.0,1,0.159,home_improvement,rent,single,1
49,59108.5,21980.0,36,606.0,6.0,1,0.261,medical,own,divorced,0
27,62334.7,17451.69,60,638.0,,1,0.381,medical,rent,single,1
37,54857.51,14027.56,60,716.0,4.0,2,0.337,home_improvement,rent,married,1
54,57025.78,19363.87,24,656.0,6.0,1,0.596,business,rent,married,1
57,64285.29,22952.28,48,631.0,7.0,4,0.03,personal,own,married,0
60,72964.18,36556.19,36,684.0,22.0,2,0.386,education,mortgage,divorced,0
59,59520.32,26454.78,60,594.0,27.0,4,0.321,personal,rent,single,0
43,57626.32,26783.91,24,712.0,26.0,3,0.434,home_improvement,rent,married,0
29,66662.37,45796.61,36,765.0,29.0,3,0.42,personal,,single,0
54,30423.51,22643.63,36,674.0,27.0,3,0.297,personal,rent,married,1
53,73586.63,22361.79,36,665.0,14.0,5,0.344,personal,mortgage,married,1
60,64989.86,24336.14,48,708.0,12.0,1,0.216,home_improvement,rent,single,0
47,65714.48,8919.31,36,528.0,20.0,5,0.406,home_improvement,rent,single,1
26,,14004.89,24,720.0,9.0,1,0.057,personal,rent,married,1
41,29849.32,13444.48,36,850.0,18.0,0,0.429,personal,mortgage,single,0
38,29470.99,23828.53,60,671.0,30.0,4,0.317,medical,mortgage,married,1
54,69928.47,16432.43,48,671.0,,5,0.252,personal,mortgage,single,1
36,64871.9,19244.01,36,736.0,23.0,0,0.287,medical,mortgage,divorced,0
34,68063.18,27787.09,36,803.0,29.0,3,0.298,personal,own,divorced,0
24,56681.71,25768.36,24,753.0,,3,0.502,personal,mortgage,divorced,0
54,76958.37,16544.51,60,518.0,11.0,1,0.773,personal,own,married,1
51,81787.5,11970.04,48,722.0,7.0,3,0.491,medical,mortgage,single,0
22,73711.68,28217.47,36,850.0,5.0,4,0.241,education,rent,married,0
38,60305.09,24965.02,60,727.0,9.0,3,0.408,education,own,married,0
40,27061.59,3543.69,24,593.0,23.0,3,0.414,business,mortgage,divorced,1
39,78846.25,15181.61,48,,15.0,5,0.19,medical,mortgage,single,1
57,86991.12,19489.64,24,584.0,6.0,1,0.143,education,rent,single,1
27,76602.05,25009.47,24,772.0,16.0,3,0.311,home_improvement,mortgage,divorced,0
33,49166.44,26190.91,36,608.0,25.0,1,0.433,medical,own,married,1
28,77128.3,20555.15,36,686.0,0.0,5,0.094,home_improvement,rent,single,0
30,80489.53,23267.23,60,616.0,0.0,1,0.219,personal,rent,married,0
57,93058.69,18577.23,36,639.0,29.0,5,0.4,business,rent,single,1
58,49230.02,11935.33,48,791.0,23.0,3,0.326,personal,mortgage,married,1
22,60923.82,15648.62,48,688.0,17.0,1,0.518,medical,own,single,0
46,78450.9,18170.92,48,638.0,28.0,4,0.122,home_improvement,mortgage,single,0
30,66033.38,17687.89,60,594.0,18.0,1,0.649,home_improvement,own,single,1
28,44888.1,2000.0,36,540.0,16.0,1,0.105,personal,mortgage,single,1
32,72463.09,14422.65,36,586.0,6.0,2,0.036,business,rent,married,1
28,75415.91,18505.85,24,688.0,25.0,4,0.312,personal,rent,single,0
40,66583.33,15467.67,36,754.0,23.0,2,0.161,home_improvement,rent,married,0
60,68952.53,15778.59,60,638.0,9.0,3,0.315,home_improvement,mortgage,married,0
44,60343.29,22391.92,36,798.0,22.0,3,0.31,education,rent,married,1
49,91609.02,8289.39,36,626.0,22.0,1,0.293,home_improvement,rent,married,0
40,48787.54,3347.62,24,662.0,2.0,1,0.202,home_improvement,own,single,1
21,54428.23,14866.47,36,599.0,4.0,1,0.381,business,mortgage,single,1
24,65197.74,24877.03,48,754.0,18.0,1,0.276,education,rent,married,1
31,80821.17,33187.98,36,837.0,19.0,5,0.475,home_improvement,mortgage,married,1
30,38047.28,25039.15,48,548.0,20.0,2,0.295,personal,mortgage,divorced,1
54,41414.66,4785.63,48,654.0,11.0,2,0.185,personal,own,divorced,0
54,28320.89,15908.69,48,775.0,25.0,4,0.084,home_improvement,mortgage,married,0
55,65588.51,20309.71,36,,13.0,4,0.296,personal,rent,married,1
46,44870.5,19598.32,48,723.0,6.0,4,0.142,home_improvement,rent,married,1
43,58078.1,22853.74,24,772.0,3.0,3,0.131,business,rent,married,1
46,76904.81,9746.56,36,686.0,27.0,5,0.394,medical,mortgage,divorced,0
37,53452.23,18584.49,48,721.0,21.0,5,0.071,home_improvement,mortgage,married,0
47,69163.08,21782.91,48,812.0,14.0,1,0.518,personal,mortgage,single,0
52,59611.92,25431.04,24,826.0,6.0,0,0.342,personal,mortgage,single,0
51,77098.06,10748.54,60,675.0,2.0,2,0.314,personal,rent,single,0
45,73552.31,14893.59,12,640.0,,5,0.175,education,rent,single,1
23,52545.19,2000.0,36,611.0,3.0,5,0.427,business,rent,married,1
49,61964.27,12406.84,60,753.0,16.0,4,0.32,personal,rent,married,0
35,83787.38,13280.27,36,577.0,6.0,4,0.224,home_improvement,mortgage,single,1
50,72080.78,8823.74,48,661.0,3.0,1,0.348,home_improvement,own,married,0
42,39854.68,19490.51,36,688.0,8.0,3,0.084,business,rent,single,1
56,76801.13,17496.49,48,642.0,21.0,1,0.091,medical,mortgage,married,0
34,45477.01,2000.0,48,701.0,15.0,3,0.163,business,rent,single,0
58,90425.24,19939.57,48,850.0,4.0,1,0.369,education,mortgage,married,0
54,83433.78,9645.08,24,671.0,23.0,0,0.32,home_improvement,rent,married,1
34,70217.94,22371.2,48,647.0,15.0,5,0.467,personal,mortgage,married,1
40,67830.19,6463.34,24,756.0,5.0,5,0.191,home_improvement,rent,married,0
42,61237.42,18270.06,60,698.0,21.0,4,0.4,personal,rent,single,0
51,77213.43,15451.53,24,788.0,30.0,3,0.304,medical,mortgage,married,1
48,58325.99,20727.92,24,692.0,16.0,1,0.188,home_improvement,rent,single,0
55,69240.26,19122.28,60,661.0,5.0,3,0.374,personal,mortgage,married,0
35,80694.82,15703.52,24,546.0,9.0,4,0.311,home_improvement,rent,married,1
41,54887.48,4173.55,36,559.0,18.0,3,0.232,home_improvement,own,married,1
38,53908.53,4705.13,48,542.0,30.0,1,0.326,personal,rent,divorced,1
57,43501.42,12745.02,24,708.0,28.0,2,0.302,personal,mortgage,single,0
33,45839.49,17925.48,24,578.0,28.0,5,0.298,personal,own,married,1
44,32088.88,12525.77,36,774.0,25.0,1,0.262,home_improvement,mortgage,single,1
25,,23626.91,24,682.0,17.0,5,0.137,home_improvement,rent,married,0
55,97560.46,15487.01,24,662.0,20.0,4,0.33,personal,mortgage,married,0
36,90655.92,9314.89,12,617.0,22.0,5,0.208,business,rent,married,1
34,35730.48,15497.13,36,727.0,22.0,3,0.177,medical,mortgage,married,0
44,78047.38,20032.74,36,620.0,19.0,1,0.286,personal,,married,1
40,90597.91,20923.96,12,606.0,4.0,0,0.423,home_improvement,mortgage,single,1
54,56777.42,34905.41,48,769.0,27.0,3,0.346,home_improvement,own,divorced,0
42,66826.05,11979.82,48,707.0,0.0,2,0.246,personal,rent,divorced,0
41,28857.93,17338.69,12,662.0,13.0,0,0.24,personal,rent,married,1
25,69801.25,21835.12,36,728.0,13.0,5,0.409,medical,rent,single,0
21,45855.92,17789.19,60,681.0,30.0,5,0.03,education,mortgage,single,1
36,68593.43,13494.44,36,709.0,2.0,2,0.432,personal,rent,married,1
60,36898.35,4056.69,36,619.0,14.0,4,0.058,home_improvement,mortgage,divorced,0
57,74771.45,13402.49,36,835.0,11.0,2,0.122,personal,mortgage,married,0
46,83441.23,8336.68,24,637.0,3.0,2,0.248,personal,own,single,0
46,50902.76,2460.54,48,797.0,6.0,3,0.624,business,rent,single,0
36,44535.39,10838.89,60,666.0,13.0,2,0.555,medical,rent,married,0
28,26191.59,8576.17,60,741.0,28.0,4,0.419,medical,rent,single,0
21,60204.56,23254.08,24,735.0,12.0,1,0.37,home_improvement,mortgage,single,0
34,54531.31,23409.83,36,766.0,27.0,4,0.059,education,rent,single,1
33,37081.65,9865.09,24,617.0,22.0,5,0.342,personal,rent,single,1
28,73154.34,15657.94,36,761.0,25.0,5,0.243,personal,rent,single,1
31,56900.53,2000.0,36,818.0,26.0,0,0.206,medical,mortgage,married,0
21,45636.75,13550.94,48,661.0,22.0,0,0.342,medical,own,single,1
45,55017.7,21590.84,24,683.0,22.0,3,0.254,medical,rent,married,0
58,84283.48,25424.44,60,641.0,4.0,5,0.442,personal,rent,married,1
48,75852.86,11582.58,24,654.0,22.0,5,0.049,home_improvement,mortgage,divorced,1
38,62659.53,27466.69,12,808.0,1.0,5,0.331,personal,rent,married,0
37,76143.89,4358.77,60,605.0,22.0,0,0.197,personal,own,married,0
33,44103.58,6771.35,48,609.0,20.0,3,0.263,personal,mortgage,married,1
26,65582.66,24386.96,36,801.0,23.0,4,0.363,home_improvement,mortgage,married,0
44,67651.8,33040.09,36,727.0,19.0,3,0.164,education,own,married,1
43,56542.94,22440.89,24,839.0,11.0,4,0.343,home_improvement,mortgage,married,0
21,72838.25,17636.92,24,646.0,11.0,1,0.29,personal,rent,married,1
37,50952.2,2000.0,36,689.0,18.0,2,0.228,home_improvement,mortgage,married,0
32,74176.77,2000.0,36,630.0,14.0,2,0.254,personal,rent,single,0
27,74933.46,19164.69,48,691.0,10.0,5,0.298,education,mortgage,single,0
49,18000.0,14777.44,24,547.0,15.0,1,0.213,personal,own,single,1
42,86425.5,8047.48,48,731.0,16.0,1,0.321,medical,rent,single,0
46,18000.0,18589.79,48,704.0,7.0,0,0.281,business,mortgage,married,1
49,53911.12,19036.18,24,676.0,19.0,0,0.234,business,rent,married,0
60,83456.26,26499.74,12,651.0,9.0,5,0.543,business,rent,single,1
53,59288.84,19229.42,36,613.0,8.0,5,0.378,medical,mortgage,single,1
45,38608.65,29055.55,48,735.0,12.0,1,0.266,business,mortgage,single,0
56,45312.73,18071.95,48,592.0,3.0,4,0.34,personal,mortgage,married,1
40,83484.3,16961.99,48,718.0,18.0,3,0.176,home_improvement,rent,single,0
60,30412.92,27578.81,36,836.0,22.0,5,0.259,business,rent,single,0
51,85321.84,9194.03,24,791.0,29.0,1,0.275,personal,mortgage,single,0
47,64008.16,43330.03,36,567.0,,5,0.145,home_improvement,mortgage,married,1
57,43536.88,21377.32,24,,16.0,2,0.374,personal,mortgage,single,0
41,54503.93,21427.46,48,712.0,15.0,4,0.249,personal,mortgage,married,0
49,46689.96,22725.86,24,675.0,22.0,2,0.27,medical,own,married,0
32,80592.05,34894.23,36,575.0,19.0,4,0.24,business,mortgage,divorced,1
59,78183.7,25132.57,36,709.0,25.0,2,0.734,personal,rent,married,1
45,34055.1,3554.5,36,679.0,26.0,5,0.227,education,mortgage,single,0
52,57735.34,30631.23,48,824.0,3.0,3,0.03,home_improvement,mortgage,single,0
39,49462.66,14931.93,36,661.0,11.0,1,0.096,education,own,married,0
55,88283.18,18964.4,60,768.0,20.0,5,0.426,business,mortgage,single,0
23,40698.22,6486.71,60,585.0,16.0,4,0.507,education,mortgage,divorced,1
25,93876.12,22735.82,60,603.0,14.0,2,0.225,personal,rent,married,0
41,64400.69,12137.63,48,734.0,5.0,0,0.499,home_improvement,mortgage,single,0
50,44085.18,18901.53,48,761.0,17.0,5,0.424,education,own,single,0
53,52809.06,15443.11,48,608.0,22.0,4,0.293,business,own,divorced,0
38,50570.86,35325.12,36,682.0,1.0,4,0.284,personal,rent,divorced,1
46,42056.87,35840.34,36,576.0,18.0,4,0.345,home_improvement,rent,married,1
43,66706.88,18418.62,36,666.0,28.0,3,0.443,medical,mortgage,single,0
59,42897.52,18575.8,12,743.0,17.0,1,0.376,business,mortgage,married,0
47,25753.41,14639.01,12,647.0,29.0,1,0.225,personal,own,single,0
37,58165.82,27954.06,60,661.0,10.0,0,0.296,personal,rent,single,1
59,32548.59,15039.72,12,595.0,0.0,0,0.597,personal,own,married,1
25,51461.1,14207.96,36,631.0,21.0,4,0.355,personal,mortgage,divorced,1
60,48636.15,26807.34,48,812.0,6.0,5,0.442,personal,rent,married,1
27,49318.11,13155.31,24,685.0,0.0,0,0.396,education,rent,married,0
32,101017.34,17660.2,60,605.0,5.0,3,0.358,personal,mortgage,single,1
53,66015.41,3768.2,24,656.0,28.0,0,0.335,business,rent,single,0
50,69416.68,24337.71,60,,24.0,2,0.446,personal,mortgage,single,1
59,33024.83,35467.8,48,604.0,8.0,4,0.421,education,mortgage,married,0
50,53228.66,24491.03,24,782.0,18.0,4,0.357,personal,mortgage,single,0
46,68875.45,31156.19,24,669.0,10.0,5,0.223,personal,rent,married,1
34,46558.48,10385.08,36,822.0,5.0,1,0.374,business,own,single,0
21,81345.13,20126.92,36,673.0,30.0,5,0.311,home_improvement,mortgage,married,1
25,,9511.56,24,677.0,25.0,4,0.277,personal,mortgage,single,0
32,,15950.11,60,728.0,11.0,2,0.695,business,mortgage,single,1
22,54451.07,24949.9,24,480.0,10.0,1,0.105,education,mortgage,married,1
41,67957.77,18916.39,60,695.0,25.0,0,0.454,home_improvement,own,married,0
52,53471.18,5286.23,24,676.0,14.0,5,0.199,personal,mortgage,divorced,0
59,60123.91,6164.74,60,791.0,11.0,1,0.338,personal,mortgage,single,0
40,60749.66,5569.52,24,752.0,12.0,1,0.68,medical,rent,married,0
56,51781.02,22423.07,36,595.0,13.0,2,0.185,education,rent,divorced,0
60,73731.69,36575.05,36,773.0,16.0,0,0.219,business,mortgage,single,0
55,69290.99,30262.12,24,660.0,1.0,4,0.318,medical,rent,married,1
39,63404.95,2000.0,48,612.0,14.0,4,0.201,medical,mortgage,divorced,0
34,57251.75,30789.68,36,695.0,13.0,0,0.444,medical,own,married,0
60,79337.79,26427.6,36,665.0,8.0,0,0.245,home_improvement,mortgage,married,1
30,60754.98,4092.3,36,795.0,11.0,0,0.412,business,rent,married,0
37,59479.45,15271.19,48,706.0,13.0,5,0.134,home_improvement,mortgage,married,1
23,66884.42,27859.7,12,695.0,11.0,2,0.067,home_improvement,rent,married,1
52,95538.56,22953.9,24,748.0,28.0,3,0.288,home_improvement,mortgage,divorced,0
46,40873.59,6218.14,24,762.0,16.0,0,0.1,personal,mortgage,single,0
24,78857.42,23496.68,36,739.0,15.0,1,0.533,medical,mortgage,married,0
29,30922.92,2000.0,24,786.0,8.0,3,0.106,personal,mortgage,married,0
43,68910.92,15994.6,60,726.0,28.0,1,0.175,medical,mortgage,single,0
42,93351.49,28241.61,36,693.0,0.0,3,0.378,business,rent,married,1
53,73796.03,18165.55,48,773.0,17.0,5,0.238,education,rent,married,0
31,68071.25,13509.56,36,673.0,5.0,1,0.107,education,rent,married,1
57,54911.91,26004.12,36,682.0,23.0,3,0.606,business,own,married,1
38,65558.85,26772.77,36,809.0,11.0,5,0.18,education,rent,single,0
53,60462.87,29790.36,36,802.0,9.0,5,0.293,education,rent,divorced,1
30,50852.42,25869.08,36,679.0,1.0,0,0.291,education,rent,married,1
22,59782.24,27732.37,36,646.0,24.0,0,0.419,business,mortgage,married,0
23,68570.86,24596.18,36,790.0,12.0,5,0.385,education,rent,single,1
35,51190.09,20389.76,60,740.0,8.0,5,0.204,education,mortgage,married,1
59,50486.93,18805.58,24,704.0,26.0,1,0.274,medical,rent,divorced,1
22,40515.62,15864.66,36,656.0,0.0,3,0.288,business,mortgage,single,1
35,72033.05,7088.69,24,705.0,14.0,3,0.425,medical,rent,single,0
25,74815.82,9402.2,36,678.0,4.0,4,0.156,education,mortgage,married,0
58,69169.89,15461.87,48,630.0,3.0,4,0.603,home_improvement,rent,married,1
48,82373.07,20173.07,24,690.0,0.0,2,0.214,home_improvement,mortgage,married,1
51,66581.62,30967.31,36,700.0,5.0,5,0.319,medical,own,married,0
49,72056.2,17623.82,36,652.0,29.0,0,0.158,medical,rent,divorced,0
47,70469.07,27031.29,12,748.0,13.0,0,0.138,medical,own,married,1
51,63352.28,27713.84,60,777.0,30.0,5,0.198,business,rent,married,0
21,55445.21,15916.98,36,753.0,8.0,1,0.184,medical,mortgage,married,1
55,104854.75,23352.21,48,659.0,23.0,5,0.262,home_improvement,mortgage,married,1
50,56864.88,15808.25,36,737.0,2.0,1,0.183,home_improvement,rent,single,0
50,53014.2,29899.22,60,686.0,3.0,2,0.417,personal,mortgage,single,0
36,72812.18,23722.59,36,587.0,0.0,0,0.21,education,rent,married,0
53,69533.38,7285.65,36,730.0,27.0,5,0.195,home_improvement,mortgage,married,1
36,39713.75,19453.72,48,691.0,20.0,2,0.265,business,rent,married,0
22,85208.21,32833.01,36,850.0,23.0,1,0.459,business,own,married,0
57,63304.5,16368.92,36,789.0,28.0,2,0.35,education,rent,married,0
30,45003.24,22029.44,60,733.0,10.0,0,0.306,business,own,single,0
25,86398.11,22912.91,36,699.0,22.0,4,0.119,home_improvement,,married,0
45,76262.16,8670.39,48,,15.0,0,0.16,home_improvement,mortgage,married,0
30,42238.24,22596.37,48,,16.0,2,0.141,personal,rent,single,1
55,96989.29,5455.48,60,550.0,20.0,2,0.503,personal,rent,married,1
38,76858.35,12369.38,60,615.0,14.0,0,0.394,personal,rent,married,0
21,64816.47,27681.51,36,676.0,0.0,0,0.199,business,mortgage,married,0
59,93623.94,21210.81,36,522.0,2.0,3,0.241,home_improvement,rent,married,1
41,67867.36,15259.7,12,639.0,15.0,2,0.204,personal,mortgage,single,1
31,64494.5,22018.15,48,661.0,17.0,0,0.196,medical,own,married,0
48,53114.6,17459.17,60,664.0,22.0,0,0.384,education,rent,married,0
42,75473.31,18113.21,36,630.0,17.0,4,0.28,personal,rent,married,1
22,73578.85,23911.37,24,654.0,5.0,4,0.611,home_improvement,,single,1
51,65264.24,11453.69,36,809.0,11.0,3,0.495,education,rent,divorced,0
37,50780.25,18363.03,36,730.0,13.0,5,0.503,personal,mortgage,single,1
48,67338.74,15189.59,60,638.0,30.0,0,0.414,home_improvement,mortgage,single,1
56,63743.62,3729.57,24,675.0,16.0,4,0.261,personal,rent,married,0
45,40997.46,9715.9,48,678.0,19.0,4,0.404,medical,rent,married,1
47,38507.38,32113.86,48,622.0,22.0,1,0.271,personal,mortgage,married,0
31,75172.76,21462.51,60,622.0,11.0,3,0.548,personal,rent,single,1
30,,6087.71,24,756.0,29.0,4,0.377,education,mortgage,married,0
37,68697.39,4136.81,60,649.0,20.0,3,0.357,business,own,married,0
55,56394.5,16990.52,48,598.0,26.0,1,0.338,personal,rent,married,0
41,88548.44,32050.68,48,677.0,23.0,3,0.564,personal,mortgage,divorced,0
34,56117.57,16319.18,12,689.0,19.0,4,0.119,personal,own,married,1
52,76870.72,29763.0,36,532.0,0.0,0,0.577,education,mortgage,single,0
55,57855.55,21167.38,48,677.0,18.0,3,0.294,medical,mortgage,single,0
57,67047.47,22241.25,36,745.0,4.0,3,0.123,education,mortgage,divorced,0
32,78263.06,5978.52,36,714.0,18.0,2,0.215,education,mortgage,married,0
49,56674.0,26437.71,36,847.0,21.0,0,0.089,business,mortgage,married,0
44,82937.99,14985.61,36,774.0,16.0,0,0.412,education,mortgage,divorced,1
38,47113.44,25767.83,12,789.0,9.0,4,0.175,business,mortgage,married,0
36,70302.67,10672.47,36,850.0,1.0,4,0.344,medical,mortgage,married,0
25,81607.52,19593.44,24,737.0,20.0,2,0.479,education,rent,married,0
31,76880.67,21168.03,60,692.0,21.0,5,0.226,education,own,single,0
42,99496.01,16613.7,60,753.0,14.0,5,0.282,personal,rent,married,1
56,51258.09,21640.91,36,638.0,22.0,3,0.138,personal,rent,divorced,0
55,40175.31,15602.43,24,688.0,24.0,3,0.266,home_improvement,rent,single,0
28,47101.97,12158.46,24,631.0,15.0,5,0.68,education,rent,single,1
48,76887.97,32449.35,36,710.0,1.0,3,0.429,personal,mortgage,married,0
24,73962.61,27440.58,60,631.0,26.0,5,0.283,business,rent,married,1
48,66840.62,11152.22,36,628.0,,5,0.234,personal,mortgage,single,1
34,44786.77,23116.0,12,711.0,20.0,1,0.314,education,mortgage,single,1
38,78803.61,11315.89,12,670.0,28.0,3,0.338,education,rent,single,0
49,42955.31,7337.84,24,535.0,11.0,4,0.261,education,,single,1
37,85861.09,27304.28,60,571.0,19.0,4,0.394,home_improvement,mortgage,married,1
53,116433.89,2663.1,48,,0.0,2,0.187,personal,mortgage,married,0
42,71596.12,26341.7,36,614.0,27.0,5,0.186,personal,rent,married,1
60,75495.95,15725.5,36,711.0,1.0,2,0.372,business,rent,single,0
46,56128.52,16096.08,60,696.0,16.0,2,0.156,personal,rent,single,1
32,32416.16,21687.76,36,760.0,10.0,0,0.422,personal,rent,single,0
52,54151.05,23230.79,60,736.0,1.0,1,0.318,education,rent,married,1
37,45327.89,10562.91,60,760.0,14.0,5,0.064,personal,own,divorced,0
42,38953.92,24459.53,36,726.0,29.0,4,0.335,education,rent,single,1
26,96002.48,19020.33,60,696.0,5.0,4,0.084,medical,rent,divorced,0
25,69911.53,6695.51,36,762.0,9.0,5,0.417,medical,own,single,0
43,71834.38,16471.13,48,749.0,5.0,1,0.285,business,mortgage,single,0
28,59437.6,30431.51,24,708.0,3.0,3,0.579,business,mortgage,married,0
60,61888.32,33089.35,36,775.0,7.0,2,0.47,business,mortgage,single,1
55,82361.91,24456.14,24,504.0,17.0,5,0.172,education,own,divorced,1
49,64417.93,7286.91,12,658.0,24.0,2,0.037,home_improvement,rent,single,0
50,74552.49,22415.46,12,657.0,21.0,5,0.214,education,rent,married,1
44,61471.92,25657.75,36,766.0,23.0,4,0.149,home_improvement,own,single,0
23,58841.25,24531.37,36,798.0,22.0,4,0.576,business,mortgage,single,1
36,39675.55,25064.59,36,571.0,11.0,5,0.319,personal,own,married,1
40,29400.52,21269.37,36,786.0,27.0,4,0.451,personal,rent,divorced,0
57,60291.89,17348.29,60,592.0,5.0,1,0.28,business,own,married,0
29,66016.94,12524.69,60,594.0,21.0,3,0.295,business,rent,married,1
40,41849.66,2000.0,24,662.0,3.0,2,0.315,education,mortgage,single,0
34,64379.45,21056.78,36,656.0,23.0,0,0.475,business,own,single,0
26,65967.55,19674.48,48,563.0,2.0,3,0.364,education,,single,1
25,26191.86,23018.18,48,729.0,6.0,2,0.172,personal,rent,married,0
35,48527.76,5962.11,36,731.0,12.0,2,0.547,personal,mortgage,single,1
24,72330.75,23805.15,48,759.0,21.0,0,0.279,home_improvement,own,single,0
23,71967.06,36490.91,24,647.0,1.0,3,0.256,personal,rent,married,1
35,44233.85,18706.05,36,677.0,7.0,3,0.03,medical,own,married,0
29,67852.06,17445.01,48,678.0,10.0,0,0.409,personal,rent,single,1
43,83403.33,20781.02,48,807.0,22.0,3,0.334,medical,rent,single,0
21,78987.31,36291.03,60,467.0,29.0,1,0.334,personal,rent,married,1
33,63284.86,8787.17,12,608.0,19.0,0,0.264,personal,own,married,0
39,56576.43,19828.86,24,680.0,15.0,2,0.239,business,rent,single,1
59,53671.8,10803.08,12,599.0,10.0,2,0.268,medical,mortgage,married,1
46,73420.76,13076.96,24,661.0,25.0,5,0.385,medical,rent,single,1
56,68511.87,17553.69,12,671.0,3.0,0,0.409,personal,own,divorced,0
34,76329.27,30125.91,36,631.0,4.0,2,0.288,education,mortgage,divorced,1
38,67373.73,34208.92,36,685.0,6.0,4,0.453,medical,rent,single,1
37,79737.75,22033.28,48,727.0,8.0,1,0.309,personal,rent,married,0
56,,14610.65,36,662.0,14.0,5,0.249,personal,rent,single,0
59,79124.4,40434.65,12,646.0,29.0,4,0.348,medical,rent,married,1
59,80674.81,14152.01,48,668.0,20.0,5,0.13,personal,own,married,0
51,50518.52,12859.78,12,679.0,11.0,5,0.353,home_improvement,mortgage,married,0
41,32453.41,2025.51,60,549.0,6.0,0,0.104,personal,mortgage,single,1
42,92782.87,30564.82,12,715.0,20.0,2,0.176,medical,mortgage,single,0
60,69619.86,26714.21,36,646.0,7.0,4,0.037,education,mortgage,married,0
32,34139.25,39760.25,60,775.0,30.0,0,0.295,education,rent,married,0
34,52151.25,5494.29,36,724.0,14.0,2,0.545,personal,rent,married,0
56,78893.74,31123.54,48,768.0,17.0,4,0.304,business,rent,married,1
36,59965.82,18631.22,48,604.0,28.0,4,0.41,education,mortgage,married,1
30,55782.89,25254.9,24,652.0,9.0,2,0.649,medical,rent,married,1
43,90215.87,3170.01,48,587.0,14.0,5,0.377,personal,mortgage,divorced,0
34,46148.83,31212.74,60,627.0,16.0,4,0.213,personal,rent,married,1
56,50633.24,25078.65,60,774.0,8.0,0,0.232,home_improvement,mortgage,married,0
57,68804.96,17649.81,36,792.0,1.0,1,0.32,medical,rent,divorced,0
33,72028.19,23806.01,36,594.0,8.0,5,0.231,education,mortgage,single,1
42,73934.17,11110.54,48,646.0,3.0,0,0.242,personal,rent,married,1
60,81402.28,12785.04,36,674.0,20.0,0,0.458,education,rent,married,0
50,68574.42,13829.0,36,724.0,0.0,2,0.464,education,rent,single,0
29,73808.91,2000.0,24,548.0,9.0,5,0.089,personal,mortgage,married,1
44,60334.23,25755.83,24,560.0,27.0,4,0.205,medical,mortgage,single,1
45,66128.57,28724.34,36,717.0,17.0,0,0.255,education,rent,married,0
47,66935.62,11687.9,24,534.0,20.0,2,0.404,personal,mortgage,single,1
22,68871.77,21133.83,12,646.0,20.0,5,0.48,personal,mortgage,married,1
32,78905.72,15610.14,12,692.0,9.0,1,0.698,education,mortgage,married,0
55,74992.62,20954.47,60,711.0,19.0,3,0.255,home_improvement,mortgage,married,0
30,65795.91,12351.8,12,669.0,6.0,2,0.262,medical,rent,single,0
32,50435.73,10049.17,12,,19.0,4,0.402,home_improvement,mortgage,married,1
33,66218.08,27468.67,36,743.0,21.0,4,0.224,home_improvement,mortgage,single,0
28,64495.68,17425.16,24,701.0,27.0,4,0.3,personal,mortgage,single,0
27,68477.27,36198.98,60,631.0,28.0,0,0.262,medical,rent,single,1
34,104717.46,18416.79,60,683.0,0.0,2,0.03,home_improvement,mortgage,married,0
55,55572.09,9665.3,36,,9.0,4,0.337,personal,rent,single,0
21,72601.2,29042.47,36,809.0,16.0,2,0.294,education,mortgage,married,1
32,84232.32,23677.2,36,739.0,9.0,4,0.498,personal,rent,married,1
23,66764.03,24541.86,12,771.0,19.0,3,0.321,personal,rent,single,0
43,,28715.41,36,634.0,26.0,2,0.144,home_improvement,mortgage,married,0
31,58195.29,12124.83,24,641.0,7.0,0,0.284,business,own,single,0
52,70833.61,16854.72,24,662.0,27.0,5,0.03,home_improvement,rent,single,1
44,50621.5,16456.95,36,669.0,27.0,4,0.15,business,mortgage,single,0
52,58672.55,6383.28,24,604.0,28.0,5,0.409,personal,mortgage,married,0
46,69480.81,15627.69,24,775.0,2.0,1,0.285,personal,own,divorced,0
38,80233.47,30027.42,36,746.0,9.0,1,0.449,home_improvement,mortgage,married,0
55,70743.71,20136.04,36,657.0,3.0,1,0.045,home_improvement,rent,married,0
40,87664.07,5885.45,24,728.0,3.0,0,0.286,home_improvement,rent,single,1
58,63290.62,3997.45,12,697.0,1.0,1,0.253,business,mortgage,divorced,1
60,59020.97,32982.98,24,734.0,13.0,1,0.454,personal,rent,married,1
44,113671.73,17187.13,24,579.0,2.0,5,0.414,medical,own,single,0
47,72096.28,12173.31,48,669.0,9.0,1,0.41,home_improvement,own,divorced,0
31,52049.33,15534.07,60,676.0,30.0,3,0.536,education,own,single,0
53,52503.25,4704.23,36,727.0,27.0,3,0.268,medical,rent,single,0
47,48031.76,30807.86,36,633.0,29.0,2,0.507,personal,mortgage,single,1
57,81858.25,14462.52,48,493.0,1.0,5,0.174,personal,mortgage,single,1
31,58441.21,30306.61,48,599.0,20.0,0,0.169,personal,rent,married,1
